key_type,key_value,fact_text,source_label,source_url,confidence
street_name,monitor street,"Monitor Street runs near the Bushwick Creek shipbuilding zone where the ironclad USS Monitor was built, a reminder of Greenpoint's Civil War-era industrial waterfront.",Wikipedia,https://en.wikipedia.org/wiki/Greenpoint,_Brooklyn,0.79
street_name,kingsland avenue,"Kingsland Avenue is part of eastern Greenpoint's industrial-era grid near Newtown Creek, where factories, foundries, and maritime yards shaped the neighborhood.",Wikipedia,https://en.wikipedia.org/wiki/Greenpoint,_Brooklyn,0.73
street_name,sutton street,"Sutton Street is one of the residential cross streets added as Greenpoint's eastern blocks filled in during the neighborhood's 19th-century expansion.",Wikipedia,https://en.wikipedia.org/wiki/Greenpoint,_Brooklyn,0.7
street_name,morgan avenue,"Morgan Avenue sits on Greenpoint's eastern edge near the old industrial belt tied to Newtown Creek and later manufacturing growth.",Wikipedia,https://en.wikipedia.org/wiki/Greenpoint,_Brooklyn,0.72
street_name,hausman street,"Hausman Street marks the far eastern side of the Nassau Avenue stretch in Greenpoint, close to the neighborhood's old industrial lands near Newtown Creek.",Wikipedia,https://en.wikipedia.org/wiki/Greenpoint,_Brooklyn,0.69
street_name,wythe avenue,"Wythe Avenue ran through Williamsburg's industrial waterfront district and today still traces the neighborhood's shift from factories to mixed-use redevelopment.",Wikipedia,https://en.wikipedia.org/wiki/Williamsburg,_Brooklyn,0.76
street_name,kent avenue,"Kent Avenue hugs the East River edge of Williamsburg, following the corridor where sugar refining, shipping, and heavy industry once dominated the waterfront.",Wikipedia,https://en.wikipedia.org/wiki/Williamsburg,_Brooklyn,0.82
street_name,berry street,"Berry Street is part of the 19th-century Williamsburg street grid that expanded northward as ferry-linked development accelerated along the waterfront.",Wikipedia,https://en.wikipedia.org/wiki/Williamsburg,_Brooklyn,0.72
street_name,roebling street,"Roebling Street reflects Williamsburg's industrial-era street grid and recalls the bridge-building name associated with Brooklyn's great suspension bridges.",Wikipedia,https://en.wikipedia.org/wiki/Williamsburg,_Brooklyn,0.7
street_name,driggs avenue,"Driggs Avenue is one of the diagonal-to-grid transition corridors in Williamsburg, running through blocks shaped by the neighborhood's 19th-century expansion.",Wikipedia,https://en.wikipedia.org/wiki/Williamsburg,_Brooklyn,0.71
street_name,union avenue,"Union Avenue became a major spine in Williamsburg and later formed part of the route toward the old Broadway ferry and inland industrial blocks.",Wikipedia,https://en.wikipedia.org/wiki/Williamsburg,_Brooklyn,0.73
street_name,lorimer street,"Lorimer Street runs through the heart of Williamsburg's residential grid, an area built out rapidly as Brooklyn urbanized in the late 19th century.",Wikipedia,https://en.wikipedia.org/wiki/Williamsburg,_Brooklyn,0.71
street_name,graham avenue,"Graham Avenue became one of north Brooklyn's most important immigrant commercial corridors, especially for Williamsburg's Italian community.",Wikipedia,https://en.wikipedia.org/wiki/Graham_Avenue_(BMT_Canarsie_Line),0.8
street_name,north 6 street,"North 6 Street is part of the numbered street system laid out during Williamsburg's 19th-century north-side expansion.",Wikipedia,https://en.wikipedia.org/wiki/Williamsburg,_Brooklyn,0.7
street_name,north 7 street,"North 7 Street belongs to Williamsburg's numbered street grid, created as the village expanded beyond its original waterfront core.",Wikipedia,https://en.wikipedia.org/wiki/Williamsburg,_Brooklyn,0.72
street_name,greenpoint avenue,"Greenpoint Avenue became one of the neighborhood's defining east-west corridors, linking the East River waterfront to Newtown Creek industry inland.",Wikipedia,https://en.wikipedia.org/wiki/Greenpoint_Avenue_(Brooklyn),0.82
place_name,union square,"Union Square developed at the junction of Bloomingdale Road and the Bowery Road and later became one of New York's best-known civic gathering places.",Wikipedia,https://en.wikipedia.org/wiki/Union_Square,_Manhattan,0.89
place_name,union square park,"Union Square Park opened in 1839 and became a long-running civic gathering ground, from the first Labor Day parade in 1882 to later protests and rallies.",NYC Parks,https://www.nycgovparks.org/parks/union-square-park/history,0.9
place_name,washington square park,"Washington Square Park began as a potter's field and parade ground before becoming one of Greenwich Village's defining public spaces.",Wikipedia,https://en.wikipedia.org/wiki/Washington_Square_Park,0.88
place_name,city hall park,"City Hall Park is one of Manhattan's oldest civic spaces and has served as a public commons since the colonial era.",Wikipedia,https://en.wikipedia.org/wiki/City_Hall_Park,0.83
place_name,madison square park,"Madison Square Park occupies part of the old Madison Cottage and parade-ground district that gave the square its name.",Wikipedia,https://en.wikipedia.org/wiki/Madison_Square_Park,0.8
place_name,bryant park,"Bryant Park stands on the former site of the Croton Distributing Reservoir, once a major piece of New York's 19th-century water system.",Wikipedia,https://en.wikipedia.org/wiki/Bryant_Park,0.87
place_name,times square,"Times Square took its modern name in 1904 when The New York Times moved its headquarters to the new Times Building.",Wikipedia,https://en.wikipedia.org/wiki/Times_Square,0.9
place_name,columbus circle,"Columbus Circle was laid out in 1905 as a major traffic circle and monument site at the southwest corner of Central Park.",Wikipedia,https://en.wikipedia.org/wiki/Columbus_Circle,0.76
place_name,brooklyn bridge,"When it opened in 1883, the Brooklyn Bridge was the world's longest suspension bridge and a defining feat of New York engineering.",Wikipedia,https://en.wikipedia.org/wiki/Brooklyn_Bridge,0.91
place_name,south street seaport,"South Street Seaport preserves part of the old East River waterfront where New York grew into a major 19th-century port city.",Wikipedia,https://en.wikipedia.org/wiki/South_Street_Seaport,0.84
place_name,mccarren park,"McCarren Park was assembled between 1903 and 1905 on land near an old Bushwick Inlet tributary and later became a shared park for Williamsburg and Greenpoint.",Wikipedia,https://en.wikipedia.org/wiki/McCarren_Park,0.86
place_name,domino park,"Domino Park opened in 2018 on the former Domino Sugar Refinery site and keeps salvaged machinery visible as a reminder of Williamsburg's industrial waterfront.",Wikipedia,https://en.wikipedia.org/wiki/Domino_Park,0.82
place_name,williamsburg bridge,"Completed in 1903, the Williamsburg Bridge briefly held the world's longest suspension span and permanently tied the Lower East Side to Brooklyn's growth.",Wikipedia,https://en.wikipedia.org/wiki/Williamsburg_Bridge,0.9
place_name,transmitter park,"Transmitter Park sits on a former WNYC radio transmission site on Greenpoint's waterfront, keeping the neighborhood's industrial and broadcasting history visible.",Wikipedia,https://en.wikipedia.org/wiki/Transmitter_Park,0.84
place_name,bushwick inlet park,"Bushwick Inlet Park occupies part of a waterfront long defined by shipbuilding, fuel depots, and heavy industry at the north edge of Williamsburg.",Wikipedia,https://en.wikipedia.org/wiki/Bushwick_Inlet_Park,0.79
place_name,mcgolrick park,"McGolrick Park opened in 1891 as Winthrop Park and became one of Greenpoint's major landscaped squares during the neighborhood's late 19th-century growth.",Wikipedia,https://en.wikipedia.org/wiki/McGolrick_Park,0.85
place_name,domino sugar refinery,"The Domino Sugar Refinery became one of Williamsburg's defining industrial landmarks and for decades was among the largest sugar refineries in the world.",Wikipedia,https://en.wikipedia.org/wiki/Domino_Sugar_Refinery,0.9
